userId,total_Deposit_usd,total_Borrow_usd,total_Repay_usd,total_liquification_usd,total_redeemunderlying_usd,num_Deposits,num_Borrows,num_Repays,avg_Borrow_rate,total_collateral_usd,num_unique_assets
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,3.5395717480350118e+19,2.2653259187424076e+19,2.2653259187424076e+19,0.0,3.5395703322063127e+19,2,1,1,6.070465528075566e+25,0.0,1
0x0005696d4be2359526c497fe4a4c0620b41f2426,7.356873206985615e+20,593761137.6147484,592953002.1211905,0.0,7.470032840895532e+20,1,1,1,4.518833625894933e+25,0.0,2
0x000660cad76200a2e326f53e033919905e6c50f5,1064852.5755563297,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,1.1536765310394422e+18,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x00080000158a9930aeb508823103b0a977161c47,2.617513598912143e+18,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,1
0x00099b1263c22ae2ce0a52624cef2a012e751970,1.0581473433072287e+18,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,1
0x0009ce45d5df78e632a0b4987079432dfba2253a,3.244684715600005e+16,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x000a27ba176083e4b50177378cbe7469a00dd557,277884997.239359,160386310.03803742,160225817.57470167,0.0,276874386.0723702,4,2,2,3.9209514369563105e+25,0.0,2
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,1.932663909054446e+22,7.356464165297408e+19,13381494379.508398,0.0,1.9205075610293456e+22,18,8,5,5.10563406545716e+25,0.0,4
0x000ab43e658935ba39504a1424b01756c1e9644c,1.1365237938343968e+17,1.1365237938343968e+16,0.0,0.0,0.0,1,1,0,4.952357396409995e+25,0.0,1
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,2.735115444784605e+20,0.0,0.0,0.0,2.978914205382881e+20,49,0,0,0.0,0.0,8
0x000c8e2871750f458bf1de8ab528dda09bc95db6,5.480588573862457e+21,2.3667671912305215e+21,2.3667671912305215e+21,0.0,5.480588573862457e+21,1,1,1,3.608040323337712e+25,0.0,2
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,1.876106304033217e+20,963876514.6793128,933097790.0335208,0.0,1.74357430362055e+20,20,20,17,4.042821200972677e+25,0.0,4
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,2.8210563760250526e+20,40102676.334020846,40314333.39845018,0.0,0.0,4,1,1,2.7833815427240436e+25,0.0,2
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,1218108806215370.5,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,1.3920558505203291e+17,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,7.604061861653313e+20,886724479.0708098,503650156.4107847,0.0,0.0,1,3,2,3.615911423882226e+25,0.0,3
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,7.053997334319023e+21,0.0,0.0,0.0,3.3554134762621045e+21,6,0,0,0.0,0.0,2
0x000e840a3122ec28d0c29321db172375cb049762,7.00190083689281e+20,216825703.68916464,217391397.32151258,0.0,267248213.67410547,5,2,2,3.7431373905656514e+25,0.0,2
0x000e9bd1d42999446d60ff60f1fb3afb13604202,6.6654123810212954e+19,34630956.15590086,35378008.01727156,0.0,4.0909209225899246e+19,8,6,4,3.870548051295734e+25,0.0,3
0x000eab293e332bd6e67018a9150e8807bfac3233,1.0972547606004869e+18,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,1.023773892318887e+20,0.0,0.0,0.0,8.248886148682798e+19,1,0,0,0.0,0.0,2
0x000f4432a40560bbff1b581a8b7aded8dab80026,3.148876400288765e+22,17603979119.70302,17566377247.476395,0.0,3.4483630914124474e+22,7,6,3,1.267383875494801e+26,0.0,3
0x000f7f22bfc28d940d4b68e13213ab17cf107790,4.094270498824154e+25,3.4436280280110055e+25,3.4334725650694293e+25,0.0,4.077799057890072e+25,26,19,13,5.106315459531984e+25,0.0,5
0x000f908720f9ce164d90f4fc89459fab4442907f,1.5335142063321435e+21,7.964431003956306e+20,7.927758701469054e+20,0.0,1.5300300187535228e+21,32,30,17,3.8534632949110383e+25,0.0,2
0x000fbfec300959d0f2f327728a889c1f5de8e2df,5.91428253568978e+20,1.4001063060029029e+20,1.3970001148776589e+20,0.0,3.50145507003633e+20,3,1,1,3.85204834247224e+25,0.0,2
0x0011730224657eb527cf736039854c3a3f140e63,1.5073242050250017e+21,7.380253561825902e+20,7.380253561825902e+20,0.0,1.520678661300002e+21,1,1,1,1.2066034600854454e+26,0.0,2
0x00120ea6fdbaf057eadc1bd149f957488444e92c,2.61125891711734e+20,2602967.788219515,2616377.40155315,0.0,0.0,2,1,1,3.8466231343506424e+25,0.0,2
0x0012668072f7e0579caf7e047713d8b6d476d0db,2.2961814875215222e+18,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,1
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,1.8386338103210843e+22,4.965173744632388e+21,9.351319572950625e+20,0.0,3.8149813393370545e+21,101,24,93,4.980792644861502e+25,3897816289.690101,6
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,0.0,0.0,0.0,0.0,9.90129887747656e+18,0,0,0,0.0,0.0,1
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,2.0424043145808835e+17,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,2435337.7818598244,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,1
0x0014dfac19477a83d7354e6eaac28642c1959398,8.672151626282624e+22,18149001627.910835,18188824774.6861,0.0,8.283587505699558e+22,10,6,9,2.987859022181558e+25,0.0,3
0x001589fe1923c2118f34e4277f2ef650fcbf0161,3.7584671136086753e+21,1.419946916528213e+21,0.0,0.0,2.1762171066894005e+21,19,2,0,4.589487812241805e+25,0.0,5
0x00159370cbe576b765a7fb2e78582e0cb563d445,2.45109077740698e+21,2.3487368202867216e+21,0.0,0.0,1.090721667688074e+21,10,7,0,2.5416772114276108e+25,0.0,5
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,14143677.216766179,0.0,0.0,0.0,14130603.586076489,1,0,0,0.0,0.0,1
0x0016469a65facda9e86fd0ae0e9661128843c224,2.066851083836642e+16,4676133673838556.0,0.0,0.0,0.0,1,1,0,6.794106228786478e+25,0.0,1
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,2.0245672002376755e+17,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x00183135585d70a523d61b2e43037a7138b36906,1.6622293870576696e+21,3.849790053752161e+21,1.709073425633666e+21,0.0,7.298883218616618e+20,15,13,10,2.0988083579505862e+25,0.0,6
0x00184e8aa1e95f491f2d9601e12b540092160ded,1.0230571110800009e+20,2.498479710580002e+19,2.498479710580002e+19,0.0,1.0230571110800009e+20,1,1,1,1.2377665647854352e+25,0.0,2
0x0018583d7654803d2c59467e10dec5f70bbe1851,260583128623810.78,0.0,0.0,0.0,0.0,72,0,0,0.0,0.0,3
0x001875a076b3cfe1c9535d76b0345c16e3d61118,2259609.878203447,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,1
0x0018d044b946ede86b43bb3b964a45772a5abeb9,2.8720331146862185e+22,1121551.4727063226,1121345.368530205,0.0,3.4550149630414836e+22,9,2,2,3.0010121336877015e+25,0.0,3
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,0.0,79004124.43596894,79719167.6890816,0.0,2.038323035119535e+20,0,1,1,2.9803688401424744e+25,0.0,3
0x0019bd9f6142943f3a03a8a62d0001a95213f555,1.2660839226404059e+17,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x001b024b98ee862aa01eea595c4c16a0213d2611,9.01292526286305e+20,498740594.3962264,0.0,0.0,0.0,1,1,0,3.7000625803099502e+25,0.0,2
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,4.6710787684152525e+19,234878214.29900867,235262231.00104672,0.0,260961784.0958147,10,6,7,2.8889565290818695e+25,0.0,3
0x001bc97d92e1a30b02d4e75be25f06063555d556,1.1472342231228867e+23,54445837409.09293,54503631299.33801,0.0,8.696360638083215e+22,12,10,9,5.026239515257506e+25,0.0,2
0x001be549fa377710b9e59d57bbdf593ce1e379ca,1.586084926828216e+18,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,1.812428653548691e+18,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2
0x001d2a3192a49e28cac0a7abcaa916648c62b982,1.5659901853326881e+18,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,1133785.1305503866,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x001f96b7e19a54ae45f451b0148336504d03fdcf,566640822.6639781,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,1.1963032316799442e+21,0.0,0.0,0.0,3.236039523350861e+20,5,0,0,0.0,0.0,2
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,23605.14637371101,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,1.157956333789602e+18,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2
0x00222d56e0509a5e9ab05c588c548290a5e9f876,1.10570237623672e+18,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x002379916ac42a432f3b53f16782d33267debb4c,1.1886507952922616e+18,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,2259609.878203447,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,1
0x0023d9ffe7d793895c5da5833d56c737832ead2b,15189578.905507382,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,1
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,5129981.410556754,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,3.103305498262095e+18,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,1
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,2.604409029024456e+16,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x00246f7813397868b1beec56e1677efa47816dae,7.438978731874705e+24,5.816299443463209e+24,5.47217771761479e+24,0.0,7.001681424629034e+24,30,9,2,4.230096800994041e+25,0.0,1
0x0025a856d01a898bd52286d56c52323b13937b65,1.4220249742181827e+17,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x00261d225db379b3fc74cd0228d6f90582d39035,3.2239917783137996e+16,4713438272388596.0,0.0,0.0,0.0,1,1,0,6.702984952376992e+25,0.0,1
0x00262ffcfda82b5582d1905ca05b849f196b0419,101419673.61600111,57242858.10787878,56953406.246939816,0.0,101035881.65764044,4,3,1,2.9477739081848456e+25,0.0,2
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,1.6209142428199926e+17,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,1862989.298047552,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,2.0459086640311354e+17,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x002775390698ef16589bb22bba37ae7906ae2f36,8.179004375676155e+19,6.8522936271816065e+19,5008403.521694635,0.0,11659678.779087674,17,7,2,3.592867449252942e+25,0.0,5
0x0027c6cd01364a3c5d29f72269b36dfe85628193,1886450.9259060726,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x0027f7335d610f15b325baa5798414548720fcaa,6.465885046937105e+20,1568676366.2421105,1571611093.3811846,0.0,4252486168.474447,6,2,2,3.877418114835517e+25,0.0,2
0x00283b611db7844cb5677b311afd67c8e3078518,7201520.673920151,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,3.737532010034611e+16,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,2.1234909549864328e+18,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,1
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,1105875.5718750977,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x002aea16059a7d4bef638a03b61a9e80ef07e745,2.0859408839816873e+21,9.6229959821051e+20,583822851753.2285,0.0,832581866652.6996,12,10,5,5.638797484158985e+25,0.0,3
0x002bb13a55bf4525f02717708dd4534ecc475193,3141551.302857941,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,1
0x002c77a71d54e6da4b28690fe1676752a74a67eb,1159747.3478486582,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,3.5475873750512685e+17,2722530.9172016457,2722530.9172016457,0.0,5126801.48740154,2,1,1,3.4161374927624494e+25,0.0,2
0x002d2715b179d0db3e17cc28317a98f2f65e6884,1.717024681532356e+23,3.1579052641518686e+22,1.3121661889422496e+22,0.0,1.3314047129011625e+23,98,64,38,6.6039874812793725e+25,0.0,8
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,1.058311089277293e+18,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,7.54122932626533e+21,4507462083.128547,1386103831.6551259,0.0,1005178914.0883801,5,5,16,3.623332019702631e+25,0.0,4
0x002de04d579930686698abab5f48bda0b24fb9fc,4.557611237307445e+22,43067646503.0053,43774100999.6205,0.0,3.3021323203665117e+22,32,13,15,3.2923207493467295e+25,0.0,7
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,8.185806955103062e+21,2.49553326724266e+21,2.49553326724266e+21,0.0,8.185806955103062e+21,1,1,1,1.2265134561661248e+26,0.0,2
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,15030517.32250218,0.0,0.0,0.0,14977083.659189414,1,0,0,0.0,0.0,1
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,12361.424916557984,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,7.10387037733891e+21,1.4477163586772268e+20,2528028174.9432893,0.0,1.9388854091783476e+21,61,26,12,3.6920890974302063e+25,0.0,6
0x0030040e8d836ac3e546c354f9b373e70a14deeb,0.0,0.0,0.0,0.0,44888713840.39048,0,0,0,0.0,0.0,2
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,1.6297731895335114e+22,4.916033571209255e+21,0.0,0.0,0.0,35,23,0,3.898285617128481e+25,0.0,6
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,1.815047297099417e+18,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x003064605a8677d5b2e8def620ac67d8f1f1b5ed,196715978.06694213,0.0,0.0,0.0,197001982.84009698,1,0,0,0.0,0.0,1
0x003094a91a3b5523bc601b221f80183bd347e9ae,2259609.878203447,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,1
0x0030a2c2268c9faafeae8ea22802db8b3c87f82c,4.768792449483425e+16,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,9.476929623780604e+22,5.4754060809285e+22,5.383964951151899e+22,0.0,9.42662535656914e+22,37,11,11,3.3754700891435885e+25,0.0,6
0x0030de8f624d2b2513c6dbbff788bb109b80304d,1.0031586054611735e+18,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,9008727638327.203,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2
0x0030ee334630838ea4dee0b4b6ecbc973529031f,3.9994172605806134e+21,7.651818637582535e+20,1816914794.1218395,0.0,0.0,8,7,1,5.891837204082856e+25,0.0,3
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,1.0519093751900908e+18,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x00326e37cef76788f6b0cf643c94481d60bd3d58,2.655482113639552e+19,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,3.1917765744208854e+24,5.32312922109934e+24,1.0555085071823897e+24,0.0,4.581411367345302e+23,179,154,148,5.549328925365577e+25,0.0,7
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,6.056302461641714e+25,3.505957665262691e+25,3.5021753381240433e+25,0.0,6.058051363737465e+25,59,45,21,8.92246408886485e+25,0.0,2
0x0034d2a08772822866b08d2c585e5c8e25723760,6.487740221834814e+20,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,2.5632930132870976e+21,5.588776187173474e+20,914966393.6533415,0.0,1725303417.9860115,14,8,2,6.940743309853485e+25,0.0,3
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,1.0238696481329508e+19,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x0036534c48a754163f0f446601f36bcfda840f57,2.736446545362116e+21,1.6172775240543807e+20,1.492716038169644e+20,0.0,1.2143550712974533e+21,7,8,7,4.440160198496868e+25,0.0,5
0x00368bb9dba2ee83f3553feae59710b9c3743e09,2.664374365870701e+21,7.885672363468941e+20,0.0,0.0,200825258.2175331,9,1,0,8.485167920224494e+25,0.0,4
0x0036a2f1f6136bb9d7992f7def692126a279e702,1.0147174318145308e+18,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,3.252077668192559e+21,2.4128944437615217e+21,1.406598403450859e+21,0.0,998790.8211240398,9,14,14,5.351138032745342e+25,0.0,5
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,1.4056226989069915e+21,4.285623402084705e+20,4.4713669498512435e+20,0.0,1.4526371202600277e+21,4,2,2,3.954011354506969e+25,0.0,3
0x0037643e4ec2b622270676e9e7aa163b261cfb79,1838240.3652310027,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x0037aca1c1c45787a95c11dfaabed6308dc2ff80,49782897057.335106,0.0,0.0,0.0,49619704539.648254,3,0,0,0.0,0.0,1
0x0037daf6fb154db55110ced85cb4ba9e1204ca17,5.5655615174069035e+19,8.400700978868485e+19,0.0,0.0,210486.01984909325,7,13,0,7.866402619761732e+25,3.868740106414909e+19,5
0x0038281701bf3f51fdbb18903c6e18776780a9a1,1093929.711885596,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x00389de87cae34a6f89e13cc8225c4984add8b37,2.6954437198536447e+24,1.6895565436388064e+24,1426082154921.0405,0.0,7.977695013603015e+23,328,100,76,7.922212048161027e+25,0.0,8
0x0039e71541bdc798d062346bce94230bf519bb72,3.078381478392718e+16,4735971505219566.0,0.0,0.0,0.0,1,1,0,6.836438111025174e+25,0.0,1
0x0039e762ecd8e8f074e93575dc395abfce4ef8b6,1.0017499799558686e+22,0.0,0.0,0.0,9.005279236216658e+21,2,0,0,0.0,0.0,2
0x003a85c562730b196f7cba202a2515f2ff855736,1.7471292874329587e+24,5.014426082412044e+21,4.970980528664496e+21,0.0,8.377538493677396e+23,131,22,12,3.098469026805026e+25,0.0,7
0x003a969ef82e876824b4131a1bbafbdb46a2ca90,2.427943365150083e+21,885906665.3037406,886021273.1966362,0.0,0.0,4,5,4,3.885033950390588e+25,0.0,3
0x003ae57782ab0f390908f8d7a3a9680bcfc62ec0,2085925.9470726456,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,1
0x003ae6c26a2655eb54c1e53b03a266d97f3512e6,5.904448410839877e+20,1.1241839798277497e+20,0.0,0.0,100210649.20535143,39,3,0,8.573905087733206e+25,0.0,4
0x003b2816d976cebbf0cadec981ff59286b6d7f2f,141967017.19755855,0.0,0.0,0.0,141907611.3369564,2,0,0,0.0,0.0,2
0x003be39433bde975b12411fbc3025d49d813a84f,0.0,732131.7130665956,0.0,0.0,0.0,0,1,0,3.0011953974913933e+25,6.993085829119131e+17,1
0x003cb0842811db8d115e28f13048dd83db391dcb,1622958.931890345,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x003dc03b7d7fe265e1c1db88bb1c6b1e6bcd06a7,1.456005976504559e+18,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x003e41b4f19f27ab2a07c19abe2d99ecb492ce62,0.0,1714957348.7703493,1699469566.998135,0.0,6.916857888118154e+21,0,1,2,3.1006453543906906e+25,0.0,2
0x003e9a119439ef34de3237034cee95675b01d5d4,2.9060987941321605e+22,17372676884.750294,14109507427.746395,0.0,1.0519197072125015e+22,6,9,8,3.7378664184415128e+25,0.0,3
0x003ed65a094ef804c934f2427b601e03113882ff,229407503437548.06,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,1
0x003edfecb016131dbd485c72f3b6f2e98a1429d9,8.421037730673563e+20,3.4271972588320024e+20,1073661462.8823243,0.0,8.124061243533017e+19,59,50,16,5.120095230201643e+25,0.0,4
0x003f705c2e62e268891d8aa2724e32f2176dc963,1.5939348187759632e+19,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
0x00402e826833fbeb6f67072f3df3c8554a0b10e6,4.700590933337324e+22,17043969762.901758,16966997048.559368,0.0,4.4166126521236735e+22,19,3,4,3.076709799417544e+25,0.0,5
0x00405f7b768a9a6b81e8060a17f0550501acf6be,30301682657.323364,1.6879719934261098e+22,0.0,0.0,10276981412.190674,87,40,0,1.5488401951571054e+25,0.0,2
0x0040932d4c252856709b24dc406244392d3df400,9814599.508936932,0.0,0.0,0.0,9777008.262931446,1,0,0,0.0,0.0,1
0x0040daac32d83c78546ae36da42a496b28ab09e1,2.1117604116621547e+21,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2
0x00418b8ea6c6e2d5676f651bf76a368adb845e91,1.213755e+21,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1
